embedding_type,n_samples,bootstrap_iters,tau,spectral_gap,neighborhood_purity,silhouette,trustworthiness,id_raw,id_diff,progression,model,tau_ci_lower,tau_ci_upper,spectral_gap_ci_lower,spectral_gap_ci_upper,neighborhood_purity_ci_lower,neighborhood_purity_ci_upper,silhouette_ci_lower,silhouette_ci_upper,trustworthiness_ci_lower,trustworthiness_ci_upper,id_raw_ci_lower,id_raw_ci_upper,id_diff_ci_lower,id_diff_ci_upper
cls_0.625,4000,0,0.6843065231053074,0.023413002,0.6277239022873243,0.05116891622105594,0.977213202811245,12.0670007785766,4.450788958977128,CRC-Conventional,virchow2,,,,,,,,,,,,,,
cls_0.875,4000,0,0.7360014229214409,0.012212753,0.6834845069364859,0.09316641113151965,0.9701455823293172,14.73845450427407,4.1865947791467475,CRC-Conventional,virchow2,,,,,,,,,,,,,,
cls_1.0,4000,0,0.7333331537730237,0.018586278,0.6802700363388585,0.08909069593594068,0.9789391064257028,13.967349037802691,3.9561894907225073,CRC-Conventional,virchow2,,,,,,,,,,,,,,
register_mean_0.125,4000,0,0.31875325655942555,0.039760947,0.41994656895279076,-0.014451757539992177,0.9865633032128514,20.37292106628568,3.9757149587095992,CRC-Conventional,virchow2,,,,,,,,,,,,,,
register_mean_0.375,4000,0,0.3922010883445598,0.0365088,0.4689054206252875,-0.0012259823149783529,0.9788372991967872,15.208474332905931,4.670541787242471,CRC-Conventional,virchow2,,,,,,,,,,,,,,
register_mean_0.625,4000,0,0.7068140613851673,0.015832782,0.636793441620024,0.07257513819130673,0.9735451807228915,15.026580821821335,4.533955001306232,CRC-Conventional,virchow2,,,,,,,,,,,,,,
register_mean_0.875,4000,0,0.4947101498639663,0.016842663,0.6131540392641913,0.025332159593654414,0.9757857429718876,13.303798680349713,3.813502219809238,CRC-Conventional,virchow2,,,,,,,,,,,,,,
register_mean_1.0,4000,0,0.3666739390227685,0.01768881,0.5277273232449495,-0.006538336018844488,0.9875673694779117,11.787759751014057,3.702406942072816,CRC-Conventional,virchow2,,,,,,,,,,,,,,
final_embedding,4000,100,0.7328357043310497,0.014347315,0.6808822859341693,0.09078045984415596,0.9783427710843373,13.69221312243805,4.226613472120148,CRC-Conventional,virchow2,0.7186207716897736,0.7430570852413049,0.0077699929475784305,0.03755640238523483,0.6753235770679896,0.693232876677459,0.08612335845455099,0.10165813117324118,0.9772791014056226,0.9826022113453815,12.645223249666858,14.309918956603058,0.6395019923914396,0.7299742000979964
patch_mean_0.125,4000,0,0.18873590482981634,0.02671504,0.3890668047847228,-0.04923645806445289,0.9854379016064257,12.529105349973745,3.8625614578758216,CRC-Conventional,uni2,,,,,,,,,,,,,,
patch_mean_0.375,4000,0,0.31621026799694674,0.04402381,0.4518483087776901,-0.005564888370905933,0.9748272088353414,14.532426706513556,4.768612072298024,CRC-Conventional,uni2,,,,,,,,,,,,,,
patch_mean_0.625,4000,0,0.7020209777838875,0.012128413,0.6427076337058376,0.07511977966612161,0.9689831325301205,16.301320759724028,4.621137438993309,CRC-Conventional,uni2,,,,,,,,,,,,,,
patch_mean_0.875,4000,0,0.7311629114890318,0.040406287,0.6634798893608491,0.09721028054669685,0.9713164658634538,15.193387454978863,4.363580066234934,CRC-Conventional,uni2,,,,,,,,,,,,,,
patch_mean_1.0,4000,0,0.7084471122467172,0.04293883,0.6623438451973293,0.10323923061111821,0.9738574799196787,16.56885800987467,4.333845514940371,CRC-Conventional,uni2,,,,,,,,,,,,,,
cls_0.125,4000,0,0.1504202902887404,0.022383094,0.32820889482769877,-0.07271201488395028,0.9872218875502008,10.547284765145374,3.4390434904054503,CRC-Conventional,uni2,,,,,,,,,,,,,,
cls_0.375,4000,0,0.38326472961071467,0.02496928,0.47856279110308003,-0.012019240423615579,0.9811590863453815,15.187764599047531,4.675103997439901,CRC-Conventional,uni2,,,,,,,,,,,,,,
cls_0.625,4000,0,0.5676337328845371,0.021832526,0.5962615833550242,0.025106512725637152,0.9774044678714859,15.346271136964827,4.476254945334635,CRC-Conventional,uni2,,,,,,,,,,,,,,
cls_0.875,4000,0,0.712323393695035,0.010842204,0.692887660766853,0.07408289502809333,0.9691821787148595,16.482236427362082,4.089228602525528,CRC-Conventional,uni2,,,,,,,,,,,,,,
cls_1.0,4000,0,0.7373494617303524,0.022901118,0.6892996363739,0.07823740718974954,0.9609257530120482,19.911104171132838,4.393076142229698,CRC-Conventional,uni2,,,,,,,,,,,,,,
